# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP2_v9_130325,GHA,GDP|PPP,billion US$2005/yr,20.446,26.141,36.062,55.799,78.909,108.797,146.224,192.465,250.972,324.134,414.345,525.286,660.201,821.237,1008.735,1221.928,1460.918,1725.397,2013.733,2322.322,2646.944
OECD Env-Growth,SSP2_v9_130325,GIN,GDP|PPP,billion US$2005/yr,5.533,8.778,9.766,13.521,25.584,41.833,63.253,89.87,123.679,165.552,216.266,276.169,345.111,423.995,512.607,610.316,717.338,833.893,959.853,1094.878,1238.177
OECD Env-Growth,SSP2_v9_130325,GMB,GDP|PPP,billion US$2005/yr,2.048,2.404,3.169,4.124,5.387,7.207,9.662,12.751,16.694,21.614,27.68,35.06,43.884,54.287,66.333,80.023,95.427,112.629,131.623,152.326,174.51
OECD Env-Growth,SSP2_v9_130325,GNB,GDP|PPP,billion US$2005/yr,1.421,1.391,1.612,2.016,2.518,3.341,4.581,6.32,8.718,11.943,16.16,21.543,28.246,36.418,46.161,57.51,70.509,85.149,101.48,119.441,138.869
OECD Env-Growth,SSP2_v9_130325,GNQ,GDP|PPP,billion US$2005/yr,4.518,15.08,21.538,25.351,27.974,33.416,39.15,45.328,52.177,59.679,67.726,76.231,85.282,94.671,104.242,113.674,122.936,131.936,140.711,149.14,157.147
OECD Env-Growth,SSP2_v9_130325,GRC,GDP|PPP,billion US$2005/yr,221.79,270.343,273.897,256.692,288.606,317.214,350.336,385.165,421.383,458.216,496.953,539.131,584.913,632.138,678.866,723.191,766.559,809.685,853.046,895.922,936.547
OECD Env-Growth,SSP2_v9_130325,GTM,GDP|PPP,billion US$2005/yr,44.497,51.652,61.823,71.472,85.517,107.494,135.968,170.35,212.341,263.332,324.489,396.543,479.65,575.129,683.539,805.112,940.754,1090.771,1254.336,1430.367,1617.796
OECD Env-Growth,SSP2_v9_130325,GUY,GDP|PPP,billion US$2005/yr,1.827,1.893,2.342,3.029,3.695,4.462,5.197,5.925,6.734,7.711,8.857,10.109,11.34,12.578,13.994,15.701,17.559,19.511,21.534,23.685,26.046
OECD Env-Growth,SSP2_v9_130325,HKG,GDP|PPP,billion US$2005/yr,198.517,243.081,294.826,352.012,421.252,480.012,536.305,594.648,651.481,703.784,750.41,793.405,835.299,874.294,909.632,938.126,959.086,973.378,980.523,981.52,977.787
OECD Env-Growth,SSP2_v9_130325,HND,GDP|PPP,billion US$2005/yr,17.957,22.542,26.744,31.506,38.096,47.465,59.623,74.338,92.514,114.549,140.747,171.423,206.745,247.322,293.4,345.116,402.767,466.165,534.942,608.928,687.651
OECD Env-Growth,SSP2_v9_130325,HRV,GDP|PPP,billion US$2005/yr,54.752,68.104,71.255,73.795,81.696,88.661,95.724,102.911,109.931,116.277,122.113,128.09,134.353,140.6,146.745,152.28,157.22,161.774,166.103,170.301,174.327
OECD Env-Growth,SSP2_v9_130325,HTI,GDP|PPP,billion US$2005/yr,9.83,9.564,9.918,13.013,16.97,22.832,30.813,41.119,54.568,71.577,92.46,117.693,147.379,181.856,221.216,265.262,314.001,366.93,423.642,483.791,547.016
OECD Env-Growth,SSP2_v9_130325,HUN,GDP|PPP,billion US$2005/yr,139.591,171.187,169.548,177.622,192.69,213.075,237.053,263.104,288.85,315.068,342.692,370.866,400.618,431.826,462.134,491.841,522.384,552.827,582.926,612.81,642.587
OECD Env-Growth,SSP2_v9_130325,IDN,GDP|PPP,billion US$2005/yr,559.269,704.561,929.865,1266.782,1751.519,2364.557,3044.987,3783.106,4599.043,5456.453,6334.963,7237.842,8153.688,9065.748,9952.261,10823.782,11685.501,12535.415,13370.424,14189,14987.226
OECD Env-Growth,SSP2_v9_130325,IND,GDP|PPP,billion US$2005/yr,1768.738,2431.676,3653.102,5016.975,6971.726,9403.748,12207.681,15398.356,19051.051,23112.684,27538.481,32332.831,37477.357,42904.262,48503.481,54182.609,59878.232,65534.147,71141.077,76662.285,81989.538
OECD Env-Growth,SSP2_v9_130325,IRL,GDP|PPP,billion US$2005/yr,127.109,161.779,160.981,178.935,201.365,223.974,249.74,276.967,304.651,331.954,360.369,391.631,426.265,463.11,500.638,536.79,573.422,611.111,650.709,692.23,734.569
OECD Env-Growth,SSP2_v9_130325,IRN,GDP|PPP,billion US$2005/yr,490.245,643.503,810.315,857.116,982.781,1159.763,1348.08,1563.885,1800.546,2031.061,2248.258,2463.854,2681.798,2918.777,3154.655,3374.414,3577.878,3775.281,3980.491,4197.096,4416.399
OECD Env-Growth,SSP2_v9_130325,IRQ,GDP|PPP,billion US$2005/yr,112.203,82.51,102.337,170.224,257.024,319.952,404.018,496.482,576.392,662.928,753.014,851.295,965.222,1102.095,1266.353,1463.113,1698.195,1973.611,2288.492,2640.259,3025.853
OECD Env-Growth,SSP2_v9_130325,ISL,GDP|PPP,billion US$2005/yr,8.399,10.352,10.424,12.016,13.986,16.109,18.509,21.182,24.204,27.484,30.89,34.466,38.24,42.335,46.698,51.147,55.637,60.156,64.777,69.55,74.447
OECD Env-Growth,SSP2_v9_130325,ISR,GDP|PPP,billion US$2005/yr,146.008,161.726,198.145,245.999,301.963,363.366,430.691,505.187,589.198,681.24,779.741,885.427,1000.902,1129.618,1271.368,1424.963,1590.668,1770.822,1967.961,2183.879,2417.563
OECD Env-Growth,SSP2_v9_130325,ITA,GDP|PPP,billion US$2005/yr,1578.216,1657.345,1641.252,1687.624,1791.989,1903.886,2025.243,2154.619,2293.394,2444.8,2609.633,2789.121,2983.473,3183.477,3378.172,3569.491,3770.09,3976.873,4185.477,4389.96,4587.079
OECD Env-Growth,SSP2_v9_130325,JAM,GDP|PPP,billion US$2005/yr,17.391,19.147,18.919,20.024,21.746,23.878,26.181,28.683,31.761,35.441,39.55,44,48.566,53.493,59.174,65.417,72.161,79.316,86.936,95.168,103.98
OECD Env-Growth,SSP2_v9_130325,JOR,GDP|PPP,billion US$2005/yr,17.226,23.456,31.744,39.235,51.771,70.856,96.548,128.994,168.812,215.956,269.745,330.371,398.382,472.405,550.72,632.855,719.017,806.53,894.252,981.189,1066.356
OECD Env-Growth,SSP2_v9_130325,JPN,GDP|PPP,billion US$2005/yr,3630.235,3872.981,3899.299,4122.859,4320.842,4551.239,4764.432,4923.419,5049.352,5186.444,5319.228,5467.873,5630.804,5790.023,5944.106,6087.708,6224.971,6363.881,6507.128,6652.294,6795.252
OECD Env-Growth,SSP2_v9_130325,KAZ,GDP|PPP,billion US$2005/yr,80.457,131.765,178.18,240.314,318.629,423.409,515.182,599.785,672.135,724.117,751.29,768.327,792.358,826.558,862.452,893.764,926.513,961.715,999.597,1038.137,1073.369
OECD Env-Growth,SSP2_v9_130325,KEN,GDP|PPP,billion US$2005/yr,40.107,47.951,60.007,77.364,102.303,135.979,180.06,235.291,306.367,396.726,509.871,650.484,823.176,1031.334,1276.304,1558.276,1879.853,2242.613,2646.28,3088.099,3563.46
OECD Env-Growth,SSP2_v9_130325,KGZ,GDP|PPP,billion US$2005/yr,7.38,8.887,10.941,14.204,17.911,23.083,29.732,38.041,47.81,58.807,70.619,83.25,97.027,112.137,128.076,143.997,160.237,177.087,194.752,213.042,231.451
OECD Env-Growth,SSP2_v9_130325,KHM,GDP|PPP,billion US$2005/yr,12.889,20.143,27.826,38.597,54.689,72.733,92.85,114.719,140.369,170.624,204.173,242.069,283.528,330.493,383.354,441.305,503.856,571.694,645.992,727.606,816.266
OECD Env-Growth,SSP2_v9_130325,KOR,GDP|PPP,billion US$2005/yr,880.446,1096.699,1320.884,1595.57,1918.038,2242.804,2542.594,2810.059,3043.767,3249.006,3421.854,3577.028,3689.248,3777.876,3866.888,3937.099,4004.257,4063.033,4110.654,4147.939,4177.6
OECD Env-Growth,SSP2_v9_130325,KWT,GDP|PPP,billion US$2005/yr,74.446,110.445,124.857,161.679,197.214,238.683,287.511,338.901,394.595,443.948,489.16,529.938,568.69,603.675,634.079,661.516,689.64,717.87,746.253,773.152,796.819
OECD Env-Growth,SSP2_v9_130325,LAO,GDP|PPP,billion US$2005/yr,7.207,9.754,14.34,21.077,30.413,41.328,53.504,66.822,82.23,99.753,119.22,140.211,162.566,187.055,214.16,243.811,275.415,308.634,343.621,380.765,420.51
OECD Env-Growth,SSP2_v9_130325,LBN,GDP|PPP,billion US$2005/yr,32.288,38.884,53.347,62.159,75.755,91.55,108.216,125.74,144.063,162.473,180.446,198.305,215.481,231.721,247.49,262.373,276.355,289.061,300.527,311.158,321.449
OECD Env-Growth,SSP2_v9_130325,LBR,GDP|PPP,billion US$2005/yr,0.979,1.1,1.926,2.972,4.637,7.398,11.24,16.515,23.849,34.017,47.82,66.172,90.184,120.733,158.551,204.138,257.915,319.973,390.382,468.755,554.197
OECD Env-Growth,SSP2_v9_130325,LBY,GDP|PPP,billion US$2005/yr,66.032,80.865,99.765,128.652,160.863,196.201,233.39,271.41,309.459,344.585,377.669,412.9,452.187,495.73,541.341,587.502,633.568,680.746,730.265,781.42,832.58
OECD Env-Growth,SSP2_v9_130325,LCA,GDP|PPP,billion US$2005/yr,1.336,1.469,1.439,1.531,1.733,1.999,2.321,2.683,3.1,3.572,4.091,4.66,5.283,5.961,6.688,7.435,8.208,9.002,9.817,10.653,11.507
OECD Env-Growth,SSP2_v9_130325,LKA,GDP|PPP,billion US$2005/yr,57.409,69.74,95.022,133.047,180.569,235.366,294.842,357.098,423.233,491.701,563.922,641.692,725.822,814.335,901.864,987.389,1074.46,1163.461,1253.566,1343.037,1429.955
OECD Env-Growth,SSP2_v9_130325,LSO,GDP|PPP,billion US$2005/yr,2.161,2.493,3.119,3.981,4.914,6.173,7.826,9.888,12.612,16.119,20.499,25.866,32.336,40.044,49.098,59.498,71.239,84.283,98.582,114.078,130.566
OECD Env-Growth,SSP2_v9_130325,LTU,GDP|PPP,billion US$2005/yr,33.309,48.474,51.059,61.419,71.653,79.16,85.45,92.044,98.578,104.287,108.251,110.927,113.779,117.742,122.339,126.387,129.621,132.525,135.523,139.211,143.753
OECD Env-Growth,SSP2_v9_130325,LUX,GDP|PPP,billion US$2005/yr,26.64,31.776,34.848,38.609,44.008,49.24,54.186,59.015,63.849,68.499,73.065,77.734,82.438,86.877,91.136,95.683,100.229,104.627,108.849,112.845,116.53
OECD Env-Growth,SSP2_v9_130325,LVA,GDP|PPP,billion US$2005/yr,20.24,30,28.991,35.426,41.46,46.958,52.455,57.294,61.696,65.717,69.072,72.029,75.643,79.638,83.296,86.466,89.714,92.779,95.799,98.923,102.075
OECD Env-Growth,SSP2_v9_130325,MAC,GDP|PPP,billion US$2005/yr,10.316,17.925,31.329,36.316,40.138,43.417,46.799,50.14,53.211,55.972,58.35,60.411,62.435,64.156,65.373,65.975,66.185,66.074,65.723,65.171,64.385
OECD Env-Growth,SSP2_v9_130325,MAR,GDP|PPP,billion US$2005/yr,84.841,108.171,137.293,171.353,225.655,294.576,376.643,471.593,580.6,700.08,826.476,958.781,1095.93,1240.48,1389.998,1541.919,1695.305,1849.451,2004.571,2162.478,2322.569
OECD Env-Growth,SSP2_v9_130325,MDA,GDP|PPP,billion US$2005/yr,6.032,8.492,9.951,12.399,15.611,19.579,23.964,28.598,33.148,37.247,40.618,43.316,45.924,48.85,51.61,53.804,55.892,57.952,60.18,62.65,65.292
OECD Env-Growth,SSP2_v9_130325,MDG,GDP|PPP,billion US$2005/yr,13.884,15.537,17.999,20.394,26.182,35.564,49.12,67.633,93.376,128.812,176.683,239.783,321.015,423.129,549.154,701.018,880.704,1089.498,1328.221,1596.872,1895.135
OECD Env-Growth,SSP2_v9_130325,MDV,GDP|PPP,billion US$2005/yr,1.193,1.562,2.333,2.803,3.383,4.076,4.89,5.821,6.89,8.055,9.262,10.501,11.833,13.321,14.934,16.604,18.238,19.818,21.37,22.949,24.578
OECD Env-Growth,SSP2_v9_130325,MEX,GDP|PPP,billion US$2005/yr,1202.506,1297.336,1409.686,1674.739,1971.21,2303.645,2668.208,3059.464,3474.3,3923.81,4416.916,4948.701,5507.342,6107.378,6739.398,7408.33,8110.117,8840.493,9603.22,10400.49,11226.728
OECD Env-Growth,SSP2_v9_130325,MKD,GDP|PPP,billion US$2005/yr,14.844,16.045,18.931,21.878,26.71,32.419,38.807,45.92,53.413,60.865,68.133,75.513,83.096,90.516,97.443,103.591,108.826,113.267,117.027,120.24,122.977
OECD Env-Growth,SSP2_v9_130325,MLI,GDP|PPP,billion US$2005/yr,8.572,11.655,14.86,16.742,22.314,30.608,42.271,58.035,79.674,109.002,148.148,199.424,265.112,347.561,448.739,570.324,713.877,880.809,1072.013,1288.074,1528.867
OECD Env-Growth,SSP2_v9_130325,MLT,GDP|PPP,billion US$2005/yr,8.12,8.488,9.442,10.446,11.742,13.254,14.938,16.779,18.585,20.246,21.752,23.146,24.522,25.926,27.343,28.653,29.81,30.84,31.78,32.689,33.605
OECD Env-Growth,SSP2_v9_130325,MMR,GDP|PPP,billion US$2005/yr,25.986,47.593,69.159,91.977,123.458,156.108,187.778,216.349,245.113,274.625,304.433,334.804,366.171,398.915,434.009,471.223,511.214,554.24,600.348,649.789,703.174
OECD Env-Growth,SSP2_v9_130325,MNE,GDP|PPP,billion US$2005/yr,0,5.163,6.414,7.046,7.964,9.097,10.339,11.624,12.913,14.158,15.368,16.648,18.035,19.381,20.639,21.781,22.808,23.741,24.598,25.395,26.125
OECD Env-Growth,SSP2_v9_130325,MNG,GDP|PPP,billion US$2005/yr,5.325,7.29,9.977,17.764,28.214,39.958,53.374,68.422,84.925,102.031,118.996,135.697,153.09,171.278,189.465,206.02,221.432,236.144,250.728,265.261,278.961
OECD Env-Growth,SSP2_v9_130325,MOZ,GDP|PPP,billion US$2005/yr,9.113,13.906,19.244,27.736,39.953,55.859,75.961,101.022,134.025,177.98,235.934,311.159,407.125,527.298,675.099,854.217,1068.702,1321.481,1614.311,1948.252,2323.681
OECD Env-Growth,SSP2_v9_130325,MRT,GDP|PPP,billion US$2005/yr,4.68,5.868,7.624,10.03,13.105,16.987,21.909,28.099,35.852,45.595,57.619,72.11,89.206,108.837,130.828,155.058,181.521,210.03,240.287,271.813,304.214
OECD Env-Growth,SSP2_v9_130325,MUS,GDP|PPP,billion US$2005/yr,10.864,12.628,15.734,19.071,23.742,28.783,33.76,38.609,43.497,48.479,53.749,59.01,64.343,69.837,75.492,81.515,87.844,94.294,100.814,107.419,114.196
OECD Env-Growth,SSP2_v9_130325,MWI,GDP|PPP,billion US$2005/yr,7.492,8.268,11.854,15.257,20.976,29.445,41.371,57.617,80.413,112.336,156.572,217.041,298.262,405.631,544.911,721.484,940.869,1208.012,1526.908,1899.208,2325.362
OECD Env-Growth,SSP2_v9_130325,MYS,GDP|PPP,billion US$2005/yr,239.035,301.308,375.288,475.181,599.206,742.319,903.265,1080.849,1273.885,1474.86,1683.414,1906.081,2139.599,2376.83,2616.042,2858.692,3099.518,3335.679,3565.908,3788.465,4002.278
OECD Env-Growth,SSP2_v9_130325,NAM,GDP|PPP,billion US$2005/yr,8.511,10.827,13.403,16.272,20.147,25.135,31.085,37.651,44.952,52.985,61.692,70.963,80.703,90.859,101.358,112.082,123.01,133.952,144.785,155.551,166.236
OECD Env-Growth,SSP2_v9_130325,NCL,GDP|PPP,billion US$2005/yr,3.06,3.609,4.25,5.307,6.406,7.594,8.846,10.114,11.432,12.78,14.113,15.45,16.793,18.143,19.476,20.768,22.023,23.238,24.424,25.598,26.753
OECD Env-Growth,SSP2_v9_130325,NER,GDP|PPP,billion US$2005/yr,6.521,7.924,10.085,14.406,19.323,26.492,36.765,51.158,72.001,102.233,146.041,208.906,297.737,420.987,587.438,806,1085.78,1436.45,1867.507,2385.783,2994.718
OECD Env-Growth,SSP2_v9_130325,NGA,GDP|PPP,billion US$2005/yr,181.73,244.642,338.225,466.265,642.968,880.184,1192.728,1592.47,2117.563,2805.844,3701.918,4860.505,6331.149,8158.041,10377.841,13013.365,16069.792,19545.217,23435.658,27709.968,32322.577
OECD Env-Growth,SSP2_v9_130325,NIC,GDP|PPP,billion US$2005/yr,10.847,12.669,14.467,17.344,21.08,26.924,34.686,44.298,56.034,69.856,85.863,104.133,124.391,147.145,172.438,200.047,230.004,262.368,297.19,334.411,373.899
OECD Env-Growth,SSP2_v9_130325,NLD,GDP|PPP,billion US$2005/yr,536.931,573.162,614.809,658.651,719.395,778.274,839.554,904.619,978.392,1060.652,1146.381,1233.867,1325.268,1419.907,1516.651,1618.076,1723.63,1831.654,1940.63,2049.938,2158.221
OECD Env-Growth,SSP2_v9_130325,NOR,GDP|PPP,billion US$2005/yr,195.948,218.653,228.255,257.379,288.961,312.551,337.963,363.873,389.559,416.731,449.452,488.012,530.901,578.262,629.908,683.969,740.62,798.482,857.001,916.111,975.711
OECD Env-Growth,SSP2_v9_130325,NPL,GDP|PPP,billion US$2005/yr,22.025,26.022,32.337,39.533,50.058,65.31,85.289,110.208,142.72,184.59,237.576,303.124,382.88,478.399,591.586,724.177,874.609,1041.954,1225.874,1426.555,1642.164
OECD Env-Growth,SSP2_v9_130325,NZL,GDP|PPP,billion US$2005/yr,85.974,103.323,110.886,125.333,140.481,155.408,170.481,187.55,207.978,232.345,259.567,288.806,321.085,357.064,396.252,437.217,479.928,523.897,569.148,616.212,664.606
OECD Env-Growth,SSP2_v9_130325,OMN,GDP|PPP,billion US$2005/yr,43.007,51.135,68.334,84.751,102.907,122.924,145.06,169.084,194.025,217.631,240.522,268.961,301.213,336.055,371.412,406.398,441.099,475.33,509.265,542.728,575.473
OECD Env-Growth,SSP2_v9_130325,PAK,GDP|PPP,billion US$2005/yr,266.68,340.262,418.508,492.16,603.664,761.816,967.874,1230.311,1565.226,1979.785,2479.514,3073.545,3773.762,4593.54,5542.455,6606.072,7770.174,9026.421,10374.157,11814.634,13333.729
OECD Env-Growth,SSP2_v9_130325,PAN,GDP|PPP,billion US$2005/yr,24.039,29.684,44.448,64.91,85.949,109.171,133.197,157.894,183.68,210.613,238.213,266.165,294.31,322.008,348.953,375.062,400.585,425.15,448.453,470.293,490.805
OECD Env-Growth,SSP2_v9_130325,PER,GDP|PPP,billion US$2005/yr,143.353,176.017,248.847,331.247,432.163,541.933,653.711,766.083,883.488,1004.647,1129.376,1256.215,1381.986,1509.04,1637.558,1766.282,1895.679,2026.384,2158.497,2291.902,2426.802
OECD Env-Growth,SSP2_v9_130325,PHL,GDP|PPP,billion US$2005/yr,208.539,260.987,332.055,416.722,528.14,661.231,818.91,1000.371,1222.574,1489.05,1802.913,2166.583,2581.162,3044.866,3555.2,4113.891,4716.785,5357.659,6029.677,6729.752,7450.785
OECD Env-Growth,SSP2_v9_130325,PNG,GDP|PPP,billion US$2005/yr,10.492,11.374,15.207,23.756,29.847,38.476,50.036,64.317,82.274,104.701,132.213,165.227,203.788,247.693,297.06,351.671,411.739,476.574,545.164,616.592,690.579
OECD Env-Growth,SSP2_v9_130325,POL,GDP|PPP,billion US$2005/yr,451.644,525.722,660.478,767.34,897.648,1017.735,1129.031,1236.731,1335.099,1417.386,1486.294,1551.647,1620.694,1696.784,1773.739,1842.46,1903.864,1961.983,2021.2,2086.878,2160.71
OECD Env-Growth,SSP2_v9_130325,PRI,GDP|PPP,billion US$2005/yr,63.477,70.781,64.752,72.005,78.873,85.797,92.248,98.385,103.979,108.709,112.692,115.829,117.874,119.587,121.182,122.66,124.277,126.084,128.162,130.64,133.417
OECD Env-Growth,SSP2_v9_130325,PRT,GDP|PPP,billion US$2005/yr,215.791,224.643,230.606,229.811,252.432,275.982,301.271,327.69,355.143,384.765,417.937,455.499,496.823,539.96,583.496,627.89,673.28,719.664,766.803,813.894,859.501
OECD Env-Growth,SSP2_v9_130325,PRY,GDP|PPP,billion US$2005/yr,20.276,23.006,30.001,37.146,46.722,60.084,77.042,97.428,121.946,150.506,183.047,219.732,260.446,305.056,353.293,404.646,458.697,514.787,572.731,632.364,693.196
OECD Env-Growth,SSP2_v9_130325,PSE,GDP|PPP,billion US$2005/yr,9.599,8.812,11.097,14.788,20.223,27.845,37.652,49.548,63.636,79.642,97.455,117.007,138.068,161.296,186.496,213.678,243.036,274.906,309.56,347.265,388.207
OECD Env-Growth,SSP2_v9_130325,PYF,GDP|PPP,billion US$2005/yr,4.144,4.593,4.493,4.945,5.313,5.689,6.089,6.586,7.217,7.954,8.76,9.621,10.572,11.613,12.769,13.997,15.267,16.592,17.991,19.483,21.07
OECD Env-Growth,SSP2_v9_130325,QAT,GDP|PPP,billion US$2005/yr,38.311,57.069,122.76,206.046,266.067,316.472,355.354,382.915,405.205,426.505,448.093,473.762,504.07,533.96,560.319,581.326,596.673,606.371,611.231,611.297,606.721
OECD Env-Growth,SSP2_v9_130325,ROU,GDP|PPP,billion US$2005/yr,153.464,202.526,234.124,255.562,299.725,346.698,392.816,433.452,470.979,504.344,535.898,564.211,595.965,626.274,654.799,680.529,705.498,730.644,756.735,783.647,810.6
OECD Env-Growth,SSP2_v9_130325,RUS,GDP|PPP,billion US$2005/yr,1260.058,1696.729,2015.118,2449.874,2931.945,3447.356,3986.781,4502.304,4968.223,5347.503,5655.618,5974.901,6391.654,6832.147,7263.317,7648.202,7993.814,8326.554,8663.873,9003.11,9315.885
OECD Env-Growth,SSP2_v9_130325,RWA,GDP|PPP,billion US$2005/yr,5.353,7.734,11.057,15.78,22.017,30.896,42.639,57.661,77.102,101.893,133.066,172.205,221.215,281.119,352.748,436.124,532.159,641.89,766.458,905.738,1058.263
OECD Env-Growth,SSP2_v9_130325,SAU,GDP|PPP,billion US$2005/yr,407.348,490.578,563.632,731.943,901.722,1095.863,1321.315,1529.975,1746.902,1957.948,2157.092,2357.088,2567.493,2788.237,3013.633,3245.853,3492.951,3748.544,4010.404,4271.525,4526.371
OECD Env-Growth,SSP2_v9_130325,SDN,GDP|PPP,billion US$2005/yr,47.757,61.955,88.125,98.954,143.68,190.677,251.296,328.398,429.305,559.388,723.949,930.143,1186.836,1502.176,1882.007,2330.289,2846.779,3432.818,4088.666,4812.241,5592.931
OECD Env-Growth,SSP2_v9_130325,SEN,GDP|PPP,billion US$2005/yr,14.517,18.232,21.61,26.368,34.502,45.789,60.497,79.196,103.721,135.506,176.219,227.712,291.739,370.085,464.086,574.713,703.426,851.405,1019.207,1206.69,1412.852
OECD Env-Growth,SSP2_v9_130325,SGP,GDP|PPP,billion US$2005/yr,153.314,193.557,264.851,322.159,383.624,437.801,482.868,518.602,549.103,574.046,593.143,610.322,625.022,634.877,642.065,645.719,646.645,643.797,637.482,627.918,615.978
OECD Env-Growth,SSP2_v9_130325,SLB,GDP|PPP,billion US$2005/yr,0.924,0.974,1.308,1.708,2.162,2.846,3.708,4.753,6.035,7.6,9.504,11.783,14.459,17.541,21.019,24.903,29.247,34.048,39.258,44.812,50.644
OECD Env-Growth,SSP2_v9_130325,SLE,GDP|PPP,billion US$2005/yr,1.758,3.334,4.352,7.215,9.313,12.477,16.928,22.855,30.844,41.441,55.275,73.085,95.652,123.423,156.742,195.874,241.353,293.193,351.408,415.848,486.05
OECD Env-Growth,SSP2_v9_130325,SLV,GDP|PPP,billion US$2005/yr,30.717,34.501,37.019,40.141,45.643,51.785,58.669,66.269,75.07,84.889,95.472,106.592,118.025,130.517,144.455,159.482,175.472,192.445,210.529,229.913,250.601
OECD Env-Growth,SSP2_v9_130325,SOM,GDP|PPP,billion US$2005/yr,0,0,0.315,0.361,0.487,0.697,1.006,1.431,2.056,2.97,4.296,6.171,8.74,12.199,16.751,22.63,30.08,39.31,50.446,63.597,78.844
OECD Env-Growth,SSP2_v9_130325,SRB,GDP|PPP,billion US$2005/yr,48.866,63.373,69.977,75.597,85.208,97.278,109.763,121.685,133.625,145.604,158.024,171.63,186.523,201.467,215.505,228.818,241.776,253.989,265.396,275.949,285.754
OECD Env-Growth,SSP2_v9_130325,STP,GDP|PPP,billion US$2005/yr,0,0.216,0.29,0.478,0.994,1.439,1.96,2.529,3.153,3.818,4.522,5.261,6.014,6.799,7.62,8.488,9.422,10.437,11.532,12.703,13.959
OECD Env-Growth,SSP2_v9_130325,SUR,GDP|PPP,billion US$2005/yr,2.317,3.06,3.73,4.637,5.91,7.417,9.079,10.872,12.845,15.011,17.311,19.762,22.345,24.988,27.726,30.603,33.563,36.566,39.569,42.552,45.548
OECD Env-Growth,SSP2_v9_130325,SVK,GDP|PPP,billion US$2005/yr,68.571,87.124,109.477,128.352,150.276,171.455,193.537,216.377,238.835,259.798,279.48,298.468,318.213,338.907,359.302,378.259,395.525,411.855,427.756,444.044,461.037
OECD Env-Growth,SSP2_v9_130325,SVN,GDP|PPP,billion US$2005/yr,39.312,46.961,51.321,55.258,61.451,67.575,74.277,81.706,89.664,97.688,105.793,114.186,123.307,132.863,142.561,152.015,161.164,170.234,179.386,188.693,197.986
OECD Env-Growth,SSP2_v9_130325,SWE,GDP|PPP,billion US$2005/yr,259.114,295.27,316.691,364.127,411.693,458.675,506.216,556.319,612.435,674.145,738.141,801.683,870.048,949.165,1032.842,1118.222,1204.813,1291.064,1378.471,1469.913,1564.956
OECD Env-Growth,SSP2_v9_130325,SWZ,GDP|PPP,billion US$2005/yr,4.496,4.99,5.638,5.488,5.896,6.864,8.18,9.858,11.991,14.609,17.711,21.301,25.414,30.111,35.382,41.18,47.457,54.171,61.273,68.737,76.488
OECD Env-Growth,SSP2_v9_130325,SYR,GDP|PPP,billion US$2005/yr,60.048,76.403,96.934,109.666,163.696,218.194,285.665,365.048,458.302,566.821,690.889,828.865,978.068,1137.655,1306.667,1489.158,1685.855,1889.717,2098.222,2310.926,2529.037
OECD Env-Growth,SSP2_v9_130325,TCD,GDP|PPP,billion US$2005/yr,6.17,13.445,15.011,18.284,21.949,28.606,38.514,52.216,71.418,97.472,132.359,177.992,236.385,309.778,400.613,510.77,641.148,792.675,965.735,1160.98,1378.63
OECD Env-Growth,SSP2_v9_130325,TGO,GDP|PPP,billion US$2005/yr,4.391,4.641,5.414,6.902,9.097,11.996,15.622,20.089,26.029,33.93,44.356,57.974,75.506,97.745,125.559,159.719,200.91,249.688,306.37,371.156,443.929
OECD Env-Growth,SSP2_v9_130325,THA,GDP|PPP,billion US$2005/yr,347.154,445.195,530.367,651.168,834.091,1054.515,1298.901,1555.623,1825.866,2105.238,2389.52,2678.176,2967.922,3250.613,3523.129,3786.065,4035.909,4264.461,4473.975,4663.628,4836.199
OECD Env-Growth,SSP2_v9_130325,TJK,GDP|PPP,billion US$2005/yr,5.98,9.682,13.333,17.834,22.927,30.154,39.412,50.306,63.37,78.197,94.085,110.618,127.775,146.242,166,186.942,209.158,232.732,257.939,285.034,313.953
OECD Env-Growth,SSP2_v9_130325,TKM,GDP|PPP,billion US$2005/yr,10.454,22.609,37.42,55.161,84.228,119.116,157.973,198.279,233.132,264.057,289.609,310.49,327.736,342.096,352.465,359.549,363.736,366.012,367.377,368.414,369.179
OECD Env-Growth,SSP2_v9_130325,TLS,GDP|PPP,billion US$2005/yr,0.975,0.968,1.481,2.294,3.41,4.862,6.7,8.974,11.941,15.75,20.428,26.022,32.46,40.044,49.038,59.549,71.664,85.422,100.942,118.48,138.284
OECD Env-Growth,SSP2_v9_130325,TON,GDP|PPP,billion US$2005/yr,0.379,0.418,0.423,0.457,0.504,0.58,0.675,0.775,0.884,1.01,1.158,1.329,1.509,1.708,1.923,2.158,2.426,2.735,3.082,3.463,3.881
OECD Env-Growth,SSP2_v9_130325,TTO,GDP|PPP,billion US$2005/yr,17.969,26.384,31.079,33.343,38.364,43.065,47.267,51.128,54.489,56.976,58.556,60.003,61.649,63.233,64.405,65.133,65.704,66.292,67.052,67.925,68.78
